id;text;formality_2_categories;formality_3_categories
529;No i to jest to, czego się obawiałem. Konto się stworzyło jeszcze raz albo wykopało z archiwum. Na ten moment nie mam pomysłu jak tego człowieka wywalić z systemu, muszę pomyśleć...;0;1
530;"Ja nie mogę wydobyć danych. Pliki są podzielone na równe fragmenty. Nie mam możliwości ich wydobycia ""od tyłu"". Możesz zaproponować Pani odwołanie się do dyrektora.";0;0
531;Prawdopodobnie chodziło o brak powiadomienia przy zamykaniu katy bez zapisu. Koledzy dorobili odpowiednie zabezpieczenie. ;0;1
532;Krzysiek, napisze proszę otwartym tekstem, kiedy można się spodziewać rozwiązania. Nawet jeśli nie może podać daty, to przynajmniej zgrubny czas.;0;0
533;Bardzo dziękuję za szybką reakcją z Państwa strony i za okazane wsparcie. Pozdrawiam, JK.;0;1
534;Dzień dobry, proszę o informację jakie umiejętności powinna taka osoba posiadać oraz jakie będą jej obowiązki (czynności do wykonania). Nie mamy wcześniejszych doświadczeń stąd moje pytanie. Z poważaniem AA.;1;2
535;OK, z powodu szczytu okresu urlopowego trudno teraz dostać potwierdzenie jak to powinno wyglądać. Dlatego poproszę może inne osoby od poczty o wypowiedzienie się jak to wygląda od strony formalnej.;0;1
536;Przypomnę, iż takie ustalenia i włączenia dostępu dla użytkownika wymagają odgórnych zgód.;0;0
537;Z rozmowy wynika że niezależnie od systemu operacyjnego, przeglądarki efekt jest ten sam.wygląda na to jakby problem polegał na ustawieniach konta ale z poziomu użytkownika nic się nie daje zrobić.;0;1
538;Po rozmowie telefonicznej z Panią Agatą , czekamy na informacje o dokładnej dacie przenoszenia stanowiska.;0;0
539;Tak dla formalności to chyba przełożony przyszłego użytkownika zgłasza potrzebę dostępu a nie sam użytkownilk. To są dane finansowe i nie mogę być udostępniane każdemu kto sobie chce.;1;2
540;Panie Piotrze,dziękuję za informację. Przekazałem ją zespołowi sieciowemu.  Marcin;0;1
541;Dzień dobry, poproszę o przesłanie linku do strony oraz do ankiety, której zrzut ekranu umieścił Pan w zgłoszeniu. Pozdrawiam JK.;1;2
542;"Wprowadziłem ""Przyjaźniejszy"" komunikat o błędzie wraz z jego logowaniem. Usunąłem usuwanie zmian danych dopóki wysyłka lub zapis w pełni się nie powiedzie.Proszę o sprawdzenie i informację zwrotną.";0;1
543;Panowie, czy możemy coś odpowiedzieć, czy gramy na zwłokę aż się wyklaruje sprawa z wdrożeniem?;0;0
544;Oprogramowanie zostało wydane, na wniosek który do nas wpłynął. Zamykam zgłoszenie.;0;1
545;Uwaga, nic się tu nie dzieje – mam zamiar zamknąć to zgłoszenie w ramach sprzątania. Jeśli chcecie to powstrzymać, dajcie głos.  Marcin;1;2
546;Dzień dobry. Niestety błąd się dostał do modułu, do którego nie mamy dostępu. Zgłosiliśmy problem do zespołu, który może tym się zająć. Jak będzie coś wiadomo powiadomimy Panią.;1;2
547;Dzień dobry, poproszę o przesłanie linku do testu w którym było realizowane podejście. Poproszę również o podanie imienia i nazwiska użytkownika u którego występuje problem. Pozdrawiam AA.;1;2
548;Proszę przedłużyć. Nie wiem dlaczego nie wrzuciliście do obiegu Przełożonego, skoro on ma to potwierdzić. Może nie wie jak ma takie potwierdzenie wyglądać?;0;1
549;Zastosowane zostały tymczasowo zmiany w konfiguracji serwera, które pozwalają wyświetlić wskazany zasób i przegląd zawartości. Sprawa będzie jeszcze kontynuowana.;0;0
550;W jakiej domenie chce Pani konto i w jakim dziale jest Pani zatrudniona? Pozdrawiam, Michał Nowak.;0;1
551;Przemku minął tydzień, czy mentalnie zbliżamy się do wdrożenia zmian?. Jeżeli tak to podaj proszę przybliżony termin. Kasia.;0;0
552;"Przy próbie ""zaptaszkowania"" pojawia się błąd wskazany w przesłanym screenie. Co z tym zrobić? Stefan.";0;1
553;Panie Pawle, Ciągle ta sama sytuacja, jak na załączonym zdjęciu. W przypadku innego użytkownika cały proces się wykonał. Z poważaniem, Jan Kowalski.;0;0
554;Tak wagi są przypisane, widać je po lewej stronie. Zrzut ekranu w załączniku. Pozdrawiam, Agata Nowak.;0;1
555;Dzień dobry. Tak, ręcznie wyszukując zauważyłem że nie mam polskich znaków - stąd błąd wyszukiwania. Szukam właśnie instalatora by dokonać czystej instalacji. Pozdrawiam, Adam Nowak.;1;2
556;W takim razie problemem jest właśnie brak zainstalowanego dodatku. Poproszę Marcina i Andrzeja, by któryś z nich połączył się zdalnie. Pozdrawiam,Andrzej Nowak.;0;0
557;Dzień dobry, na komputerze nie mam zainstalowany dodatek, a załącznik w dalszym ciągu się nie otwiera. Pozdrawiam, Agata Nowak.;1;2
558;Dzień dobry, czy jest szansa na usunięcie usterki w dniu dzisiejszym, bo niestety w związku z rekrutacją kandydaci mają ograniczony czas na skłądanie cv? Pozdrawiam, Adam Nowak.;0;1
559;Proszę o pomoc w sprawie zmiany nr telefonu komórkowego wykorzystywanego do otrzymywania poświadczeń smsowych podczas pracy z systemem. Pozdrawiam, Agata Nowak.;1;2
560;Dziękuję za informację, numer telefonu podałam pod koniec 2020 roku, widocznie nie został wprowadzony. Pozdrawiam, Renata Kowalska.;1;2
561;Witam serdecznie. Tak jak wcześniej ustalaliśmy, proszę o zwiększenie limitu rozmiaru plików na portalu w dniach 7-9 września. Dam znać, zaraz po zakończeniu prac. Dziękuję i pozdrawiam, Jan Kowalski.;1;2
562;Informacja ode mnie, żeby było wiadomo, że ten problem został rozwiązany: sortowanie listy osób, gdy w nazwiskach występują polskie znaki diakrytyczne jest obecnie poprawne. Maciek.;0;0
563;Dzisiaj jestem poza biurem. Czy mogę Pana prosić o kontakt z kolegą z XXX, Adamem Kowalskim? On się u nas zajmuje tymi sprawami. Dziękuję, JK.;0;1
564;Czyli tak jak pisałem wcześniej - musi być lokalnie w poczcie zapisany błędnie kontakt. Nic poradzę. Z poważaniem, Jan Kowalski.;0;1
565;Proszę wysłać pusty mail na adres projektu, a ja Panu wyślę zrzut, w jaki sposób wyświetli się odbiorca. Z poważaniem, Jan Kowalski.;1;2
566;"Zapewniam Pana, że to nie jest problem lokalny. Ja koleżanki nie mam wpisanej w ten sposób. Jeśli ktoś z zewnątrz wysyła mail na adres projektu wyświetla się ""Jan Kowalski"". ";1;2
567;Dzień dobry, planowana aktualizacja jest na środę 08.09. W momencie zakończenia prac poinformujemy Państwa tutaj na kanale. Pozdrawiam, Agnieszka Nowak.;1;2
568;Pani Aniu, p. Michał ma dzisiaj przez cały dzień szkolenia więc sądzę, że udzieli odpowiedzi dopiero po południu. Pozdrawiam, Agata Nowak.;0;0
569;Programiści XXX, proszę o informację kiedy zostanie wdrożona nowa wersja programu na bazie produkcyjnej? Zmiana o której pisał Stefan. Pozdrawiam, Ania.;0;0
570;Przekazuję do zespołu naszych administratorów systemowo-sprzętowych do sprawdzenia. Pozdrawiam, Jan Kowalski.;0;0
571;Niestety, jednak nie mogę tego zrobić w poprzednim roku, bo data z tego nie jest przyjmowana przez system.;0;0
572;Również na platformie XXXXXXX numer komórkowy do powiadomień SMS jest już uaktualniony na koncie użytkownika (wgląd ma tylko właściciel konta).;0;1
573;U innych osób pojawia się również. Sprawę podobno zgłosił miesiąc temu nasz kolega Jan Kowalski na BOK, ale zamknęli zgłoszenie bez rozwiązania problemu. Jak zwykle zero współpracy. ;1;2
574;Tak, dzisiaj planowałem. Ale otrzymałam informację, że zmian w systemach dokonują Państwo. Czy to prawda? Z poważaniem, Anna Kowalska.;1;2
575;Warto sprawdzić, szczególnie w przypadku Windows 10, aby ścieżka do katalogu XXX nie zawierała spacji. Proponujemy umieszczenie XXX.exe np. w katalogu C:\XXX. Zespół wdrożeniowy.;1;2
576;Do zdiagnozowania problemu, potrzebuję informacji z konsoli deweloperskiej o przychodzących danych. Zostawiłam wiadomość na Teams z prośbą o zdzwonienie się w tej sprawie. Pozdrawiam, Anna Nowak.;1;2
577;Proszę włączyć tryb edycji a następnie wybrać ikonę trybika - tak jak pokazano w załączniku. Proszę o informację czy udało się odnaleźć właściwe miejsce.  Pozdrawiam, Agata Nowak.;1;2
578;Administratorzy sprawdzają co jest przyczyną tego problemu. Czekamy na wyniki diagnozy. Z poważaniem, Anna Kowalska.;1;2
579;Czy konto może zostać założone w XXXX? Do jakich atrybutów powinno mieć dostęp? Obecnie nie posiadamy katalogu obejmującego relacje wszystkich pracowników i ich przełożonych.Pozdrawiam, Adam Nowak.;0;0
580;Konta są tworzone i utrzymywane automatycznie na podstawie bazy kadrowej. Z wyrazami szacunku, Michał Kowalski.;1;2
581;Czy konto zostanie przedłużone automatycznie po przedłużeniu umowy, czy muszę coś zadziałać w temacie? Z wyrazami szacunku, Agnieszka Kowalska.;0;0
582;Stary system jeszcze nie został wyłączony, ale polecam korzystanie z nowego. Pozdrawiam, Adam Nowak.;0;1
583;Dostałem informację mailową, że udało się poprawnie wygenerować plik PDF z danymi umowy. Zamykam zgłoszenie, w razie potrzeby można je ponownie otworzyć. Pozdrawiam, Adam Nowak.;1;2
584;Już wcześniej założyłam Zespół i dodałam trenera jako właściciela zespołu. Pozdrawiam, Adam Nowak.;0;1
585;Problem najwyraźniej udało mi się rozwiązać samemu. Okazało się, że w jakiś sposób nie byłem zalogowany. Miałem dostęp do wszystkiego, tylko nie do usługi XXXX. Dziękuję za pomoc. Z poważaniem, Jan Kowalski.;1;2
586;Darku proszę zarejestrować wniosek na stronie rejestru maszyn wirtualnych. Pozdrawiam, Kasia.;0;1
587;Dzień dobry Panie Jacku, czy będzie Pan jutro dostępnyw godz 8-10wtedy moglibyśmy się spotkać. Pozdrawiam, JK.;0;1
588;Ja zastępuję Aleksandrę w obsłudze XXXX w trakcie jej nieobecności. Jeżeli wpisanie do XXXX rozwiąże sprawę to potrzebuję tylko numer telefonu Pana Michała. Jacek.;0;1
589;Pani Anna będzie się kontaktować z Państwem w tej sprawie, ponieważ nie wie jak ma to zrobić. Karta jest ciągle niewidoczna u mnie w systemie. Z wyrazami szacunku, Michał Kowalski.;0;0
590;Nowa wersja aplikacji została wdrożona, proszę spróbować ponownie wypełnić formularz i prosiłbym o informację zwrotną czy się udało. Pozdrawiam, Adam Nowak.;1;2
591;Dzień dobry, dzisiaj będzie wdrożona nowa wersja aplikacji rozwiązująca przedstawiony przez Panią problem. Pozdrawiam, Jan Kowalski.;1;2
592;Panowie, czy możemy jakoś pomóc w rozwiązaniu problemu? Może o coś dopytać Panią?? Pozdrawiam Asia.;0;1
593;Przepraszam za zamieszanie. Problem muszę sam rozwiązać. Ktoś wpiął prawdopodobnie router w drugą stronę, albo uruchomił serwer DHCP na kompie. Z wyrazami szacunku, Michał Kowalski.;0;1
594;Panowie Programiści, co z tym możemy zrobić? Temat jest nam nieznany. Zdzisiek.;0;0
595;Poprawiono, Jan Kowalski jest teraz widoczny jeden raz na liście wyboru dla superadmina, po zalogowaniu widać pełna listę użytkowników.;1;2
596;Ja absolutnie nie czuję się administratorem stresu, bardziej powinien być on po innej stronie skoro użytkownik nieuprzywilejowany jest w stanie w systemie coś takiego robić.;0;1
597;Panie Marcienie, jak widać koledzy przywrócili dostęp. Nie wiem, czy to oznacza koniec prac, ale miejmy nadzieję, że tak. Bartek.;1;1
598;Czy dobrze zatem rozumiem, że osoby z innego działu ze względu na to ograniczenie takiej opcji nie mają tzn. nie mogą zalogować się do aplikacji?  Pozdrawiam, Agata Nowak.;0;1
599;Panie Grzegorzu, proszę o odrobinę cierpliwości. Rzecz okazała się dla mnie nietrywialna, ale pomoc w drodze (mam nadzieję). Pozdrawiam, Jarosław Kowalski;0;1
600;Niestety jestem do końca tygodnia bez komputera. Zrobię to w poniedziałek, pozdrawiam i życzę dobrego weekendu. Ania.;0;0
601;Uprawnienia nadane, dane do logowania wysłane mailem. Z wyrazami szacunku, Michał Kowalski.;0;1
602;Dzień dobry, mam nadzieję, że sprawa została już rozwiązana, a tylko nie dotarło tu potwierdzenie? Andrzej.;1;2
603;Witam Panie Macieju, widzę, że wszystko zmierza we właściwym kierunku, takie też przesłanie wysłałem pracownikom aby się nie martwili. Będę co jakiś czas monitorował i myślę, że problem zniknie. Miłego Dnia. Andrzej Kowalski.;1;2
604;Pani konto pocztowe zostało odblokowane. Proces odblokowywania może trwać do godziny. Z poważaniem, Jan Kowalski.;1;2
605;Ok. Zrobię to i tylko pozostaje podziękować za skuteczność i super ogarnięcie tematu. Mam nadzieję że będzie ok. Katarzyna Nowak.;0;0
606;Elu, czekamy na odpowiedź, czy potrzebujecie przeszkolenia w tym zakresie, o co koleżanka zapytała. Pozdrawiam, Agnieszka.;0;1
607;Tak to XXX. Jeżeli w sierpniu nie wejdą to coś będzie trzeba działać, teraz jestem na wakacjach i korzystam tylko z telefonu (nie komputera) ale sprawa musi znaleźć śczęśliwe zakończenie bo użytkownicy bardzo słusznie są zaniepokojeni. Antoni.;0;0
608;Dzień dobry ,dzisiaj będę realizował zadanie. W przypadku pytań będę się kontaktował telefonicznie. Z wyrazami szacunku, Michał Kowalski.;0;1
609;Problem został namierzony przez firmę zewnętrzną i będzie jutro skorygowany. Pozdrawiam, Agata Nowak.;0;0
610;Dzień dobry, Dziękuję za odpowiedź, Formularz prześlę jutro pocztą wewnętrzną. Pozdrawiam Anna Kowalska.;1;2
611;Sprawa częściowo nasza, Jesteśmy w stanie wyciągnąć takie dane dla wszystkich jednoprócz WEE.;0;0
612;Krzychu, Twoje porady są bardzo OK, możesz je śmiało dawać otwartym tekstem ...szczególnie w tym tygodniu, bo zostałem sam na placu boju i będę wdzięczny za pomoc. Stefan.;1;2
613;"Konto tej Pani zostało zablokowane jak widać ze względu na wysyłanie ""suspicious messages"". Zalećcie skanowanie antywirusem wszystkich kompów, na których Pani logowała się. Andrzej.";1;2
614;W formularzu nie zawnioskowano o nadanie uprawnień do systemu. Czy formularz jest poprawnie wypełniony? Pozdrawiam, JK.;1;2
615;List otrzymalem 9 lipca w trakcie urlopu. Dokumenty wypelnilem z poczatkiem lipca (5-tego chyba). Michał.;0;1
616;Krzysztof, prośba o pomoc. Jak powinna Pani to załatwić żeby było dobrze? Pozdrawiam, Agata Nowak.;0;0
617;Przykro mi, ale nie dysponujemy oprogramowaniem o które Pan pyta. Projekt Platon został już zakończony i nie oferujemy oprogramowania w ramach tego projektu. Pozdrawiam, Anna Nowak.;0;0
618;Działamy dziś w tym temacie. Na razie usłyszałem, że usługodawca zrestartujeusługfę logowania i że to ma pomóc. Dam znać. Stefan.;0;1
619;Problem nadal występuje? U mnie logowanie przebiega bez problemów. Czy przy logowaniu w inkognito jest to samo? Na jakie konto próbowano się logować, czy to nie było czasem konto z domen xxx, xxxx, xxxx? Z wyrazami szacunku, Michał Kowalski.;0;1
620;Odnośnie podpisywania protokołów były wdrażane ostatnio kolejne poprawki. Czy problem występuje nadal ? W jakim zespole? Ania.;0;1
621;Zerknijcie na załączone zrzuty. Zrzut 2-gi pokazuje problem - 8 z 4 użytkowników .Przy zaznaczonych kilku osobach listę powinno ograniczać w ramach tych zaznaczonych. Odpisuję się od zadania. Krzysiek.;0;0
622;Dzień dobry, nie jest nam znana taka możliwość. Skąd pochodzą te informacje? Czy jest to może na przykład inicjatywa któregoś z kierowników? Pozdrawiam, Jan Kowalski.;0;0
623;Wg. mnie jesteś prawidłowo podłączony. Podaj na który serwer nie możesz wejść, bo to może być problem z filtracją. Kuba.;0;0
624;Niestety po aktualizacji programu (zianstalowaniu) problem pozostał. Nie mogę wejść na ssh. jak łatwiej porozmawiać to zapraszam do kontaktu tel. XXX XXX XXX. Z poważaniem, Jan Kowalski.;0;1
625;Serdecznie dziękuj Panowie - jak nie pójdzie wysyłam moją opowiedź na maila. Pozdrawiam, Adam Nowak.;0;0
626;Panowie chyba jest komplet informacji potrzebnych do diagnozy. Działajcie. Michalina.;0;0
627;Została wdrożona nowa wersja wnioskowania eliminująca błąd, który tutaj wystąpił. Projekt został wysłany do XXX i poddana badaniu. Radek.;1;2
628;Wówczas będzie to traktowane jako działalność komercyjna. Jak najbardziej wówczas będzie złamanie zapisów licencji. Pozdrawiam, Kasia.;1;2
629;Z tytułu okresu urlopowego ,nie byłem w stanie dokończyć tematu. Jestem umówiony na poniedziałek aby wrócić do tematu. Pozdrawiam, Paweł.;0;1
630;"A tak jeszcze dopytam... co oznacza określenie ""Windows 10 tylko do zastosowań firmowych""? Czy ma on jakieś ograniczenia? Czy nie może być zainstalowany na komputerach firmowych? Z wyrazami szacunku, Agnieszka Kowalska.";0;1
631;Owszem na laboratoriach na większości komputerów obsługujących aparaturę jest XP. Bardziej pytam o system do zainstalowania na służbowych komputerach pracowników.;0;0
632;Piotrze, widzę że używasz linuxa. Spróbuj tego instalatora z załącznika. Michalina.;0;2
633;Dzień dobry, Pani Aniu, tak, dokładnie. Czyli firma nie posiada licencji na to oprogramowanie. Pozdrawiam, Marta.;1;2
634;Na ten moment dziękuję za pomoc. Kod strony będzie musiał zostać uaktualniony do php 7.4 lub 8. A tak na marginesie, czy świadczą Państwo takie usługi uaktualnienia, oczywiście odpłatnie? Takie pytanie zadała mi pani dyrektor.;1;1
635;Dzień dobry, czy już udało się zalogować na konto? Jeśli nie, to proszę o podanie pełnej nazwy konta, o które chodzi. Andrzej.;1;2
636;Dzień dobry, przystępujemy do realizacji. Jeżeli nie uda mi się znaleźć problemu, to jutro rano będę dzwonił w celu zaciągnięcia bardziej szczegółowych informacji. Marek.;1;2
637;Próbowałam wpisywac różne kombinacje : p, pp, p0, pr i dla każdej wyskakuje błąd. Proszę o pomoc! Pilnie! Z poważaniem, Anna Kowalska.;1;2
638;Dzisiaj rano drukarka została przepięta na inny bezpiecznik i problem nie powinien się już pojawiać. Pozdrawiam Jan Kowalski.;1;2
639;Tak, mam dostęp do wszystkich możliwych informacji. Bardzo dziękuje za pomoc! Pozdrawiam, Asia Nowak.;1;2
640;Dzień dobry, zostałem prawdopodobnie źle przekierowany. Sprawa do zamknięcia. Pozdrawiam, Marcin Kowalski.;1;2
641;Z ustaleń z administratorem wynika, że powinien Pan móc się zalogować do systemu z domeny xxx.xxxxx.xxx.xx Proszę spróbować ponownie. Pozdrawiam, Agnieszka Kowalska.;0;1
642;Wszystkie hasła zostały przekazane przez teams oprócz dla Jana Kowalskiego. Sprawdzimy ponownie jutro. Pozdrawiam, Jan Nowak.;1;2
643;Panowie, o co jeszcze trzeba dopytać? A może jest już komplet informacji? Pomożecie? Pozdrawiam, Marta.;0;1
644;Proszę jeszcze o dołączenie zrzutu ekranu z aplikacji Dyplomowania. Bez niego nie ruszymy. Z poważaniem, Anna Kowalska.;1;2
645;Dzień dobry, działania kolegów były bardzo pomocne i oczywiście zgłoszenie można uznać za zakończone. Dziękuję i pozdrawiam, Alicja Kowalska.;0;1
646;W dniu dzisiejszym przyjdzie do Pana administrator w celu przeprowadzenia diagnostyki problemu. Pozdrawiam, Grzegorz Kowalski.;1;2
647;Czy to są pierwsze próby uruchomienia aplikacji, czy też działała już wcześniej na tym komputerze? Z wyrazami szacunku, Agnieszka Nowak.;0;1
648;Dzień dobry, Panie Pawle, nienachalnie czekamy na potwierdzenie. Stefan z zespołem programistów.;0;1
649;Przemku czy możesz potwierdzić że użytkownik posiadał dostęp do tego modułu? Rozumiem, że dla przedłużenia dostępu obowiązuje 2 pkt waszej instrukcji? Pozdrawiam, Aga.;0;0
650;Pani Katarzyno, ogromnie dziękuję za okazaną cierpliwość! Również życzę dobrych i spokojnych dni. Pozdrawiam, Krzysztof Nowak.;1;2
651;Tak, teraz tego problemu nie ma. Po prostu nie mam żadnego użytkownika w projekcie. Takie obejście problemu. Pozdrawiam, Anna Kowalska.;1;2
652;Proszę o uzupełnienie we Wniosku:- sekcja C, brak zaznaczenia jaka karta duża czy mała- sekcja D, brak wypełnienia punkt 4,5,8,9- nie wpisujemy daty  Pozdrawiam AA.;0;1
653;Takie szkolenia pewnie ruszą w październiku, po aktualizacji platformy. Będziemy informować o tym pracowników. Postaramy  się rownież tu o Panu pamietać. Na razie zamykam zgłoszenie. Pozdrawiam BB.;0;1
654;"Pan Nowak jest obecnie niedostępny, będę próbował jeszcze później. Tak więc na razie czekamy, ale jeśli nie uda mi się do jutra z nim skontaktować, to wtedy Was poproszę o aktywację ""read only"".";1;2
655;Dzień dobry. Niestety błąd się dostał do modułu, do którego nie mamy dostępu. Zgłosiliśmy problem do zespołu, który może tym się zająć. Jak będzie coś wiadomo powiadomimy Pana.;0;1
656;Dziękuję za zgłoszenie. Sprawdzamy dostępność sali i ekipy w tym dniu. ;1;2
657;Dzień dobry, czy już coś wiadomo w sprawie przesłania ostatniej karty? Dalej nie można tego zrobić, a czas mam do 30,08.2020, Pozdrawiam AS.;0;0
658;Prace są w toku. Niestety, problem okazał się złożony. Z poważaniem PR.;0;1
659;Nic mi o tym nie wiadomo! Nigdy nie wysyłałem żadnego spamu. Proszę o przesłanie mi takich wiadomości do wglądu panu Nowakowi.;0;0
660;Jestem zniesmaczony taką formą korespondencji. Dobrze byłoby zapytać mnie wcześniej czy mam coś wspólnego z rozsyłaniem spamu, zanim zagrozi mi się blokadą konta. Jan Kowalski.;0;0
661;Przesyłam kolejne błędy. Jeszcze jakiś się pojawiał, ale nie mogę go wyłapać. Niestety nie pamiętam przy czym się pojawiał. Z poważaniem AA.;0;0
662;Szanowna Pani trwawją ustalenia , poinformuję Panią w następnym emailu, pozdrawiam;0;1
663;Oczywiście, rozumiem. Proszę jak dotychczas w tym zgłoszeniu zamieszczać wszelkie informacje dotyczące tego wydarzenia. Pozdrawiam.;1;2
664;Prawdopodobnie blokadę założył antywirus. Proszę o tymczasowe zablokowanie jego pracy i ponowną próbę uruchomienia programu.;0;1
665;Dziękuję za odpowiedź. Wyłączyłam skaner oraz na wszelki wypadek również zaporę i tym razem po kliknięciu w program pojawia się komunikat o błędzie - w załączniku zrzut ekranu.  ;0;1
666;Dobrze. Będę o tym pamiętać, ale tak czy inaczej przy włączonym VPN wyskakuje cały czas błąd.;0;0
667;Panowie Programiści, uprzejmie proszę o reakcję, a przynajmniej deklarację o braku planowanej reakcji.;0;1
668;W systemie po nocnej synchronizacji zmiany pozostały. Wygląda na to, że procedura normalizacji ustabilizowana. ;0;1
669;Proszę o ponowne sprawdzenie, pozostał drobny błąd w danych kopiowanych z innej karty. Skorygowaliśmy, powinno się wysłać. Proszę o informację zwrotną.;1;1
670;Konieczna rozmowa - prośba o podanie numerów telefonów osób, które mają problem.;0;1
671;Przesyłam zrzut ekranu z adresem IP oraz zrzut z próby uruchomienia programu. Pozdrawiam AA.;0;1
672;Dla mnie jest to zauważalne głownie przy pracy z bazą, ale czasami zauważam zrywanie połączenia ssh więc raczej z VPN ale nie jestem w stanie stwierdzić tego kategorycznie.;0;0
673;Piotrze masz rację, że kwestia obsługi przez nas czyjegoś outsourcingu wymaga wyklarowania.;0;0
674;Obie wymienione przez Pana biblioteki są w odpowiednim katalogu. Dziękuje.;0;0
675;Można też utworzyć nowe konta, skopiować na nie wiadomości ze starych kont, na których uruchomić autorespondera czasowego z informacją, że adresy się zmieniły. A po jakimś czasie usunąć stare adresy.;0;1
676;Ogromna szkoda. Czy z Państwa pozycji lub strony można to gdzieś wyżej zgłosić? Brak takiej możliwości jest dużym utrudnieniem.;1;2
677;Wiktor, czy ta sprawa została przez Ciebie obsłużona mailem?? Jeżeli zgłoszenie jest do zamknięcia to daj znać.;0;0
678;Dzień dobry, podanie przez Panią numeru komórkowego ułatwi nam przesłanie hasła dostępowego do konta. Podała Pani numer stacjonarny, niestety na te numery nie ma możliwości wysyłania smsów. ;0;1
679;Dzień dobry, hasło zostało wysłane na podany numer. Będę wdzięczny za potwierdzenie otrzymania. BB.;1;1
680;Adamie, mam wielką prośbę. Czy możesz zmienić status swojego komentarza na publiczny? Myślę, że to przydatna informacja dla Użytkownika, a nie ma sensu, żebyśmy tylko przeklepywali Twoje słowa.  AA.;0;0
681;Dzień dobry! Mogę już edytować, ale próba wysłania kończy się komunikatem jak w screenie;0;1
682;Piotrze, pomóż proszę. Jak widzisz mamy wątpliwości, a informacje na stronie WWW najwyraźniej nie wyczerpują tematu.;0;1
683;Proszę o informowanie nas w zgłoszeniach jaki jest stan sprawy. Bez sensu żeby sprawa wisiała tyle czasu. Dzięki, JK.;0;1
684;Po zalogowaniu się wszystko śmiga na moim połączeniu internetowym. Proszę sprawdzić serwer testowy.;0;0
685;Przypominam się o przekazaniu instrukcji udostępnienia archiwum użytkownikowi. Bez tego nie ma jak udostępnić pliku.;1;2
686;Dzień dobry, serdecznie dziękuję za sprawne zalatwienie sprawy. Życzę Państu miłej pracy i jak najmniej zgłoszeń. JK.;0;1
687;Przypominam się kolejny raz o przekazaniu instrukcji udostępnienia archiwum użytkownikowi. Bez tego nie ma jak udostępnić pliku.;0;1
688;Dzień dobry, panie Tomku czy dałby Pan radę dołączyć zrzut ekranu z błędem? Będzie nam prościej określić położenie problemu. Pozdrawiam AA.;0;1
689;Dzień dobry, prosimy o chwilę cierpliwości. Lokalizujemy przyczynę tego błędu, nie wiemy jeszcze czy jest to spowodowane komunikacją z systemem czy wewnętrznym problemie w panelu. Problem jest masowy i dotyczy każdego użytkownika.;1;2
690;Pani Weroniko, uprzejmie przypominam, że dostęp będzie możliwy jeszcze tylko do końca dzisiejszego dnia. Mam nadzieję, że przegrywanie danych poszło bez kłopotu.  JK.;0;1
691;Niestety cały czas pokazuje się komunikat, że jest problem z logowaniem. Poproszę naszego informatyka, bo może problem leży po mojej stronie. Pozdrawiam BB.;0;1
692;Dzien dobry, przez kilka wczesniejszych dni probowalam z domu, ale wczoraj i dzis nie dzialal mi rowniez na uczelni. Pozdrawiam serdecznie AA.;0;1
693;Znaleźliśmy jeszcze rozwiązanie które zamieściłam w zrzutach. Oczywiście w zależności od tego w jakim języku Pani pisze maila taki język należy ustawić do weryfikacji zapisu. Nie będzie się to zmieniało z automatu. ;0;1
694;Przypominam o sprawie. Czy możemy przynajmniej coś odpisać Użytkownikowi? Chociaż tyle, że sprawa w toku – no chyba, że musimy jeszcze o coś dopytać?;0;0
695;Dzień dobry, czy wszystkie kwestie, którego dotyczy to zgłoszenie zostały wyjaśnione? Jeśli tak, to jutro zamkniemy zgloszenie. Paweł.;1;2
696;W takim razie proszę nam podpowiedzieć gdzie znajdują się te motywy. Pozdrawiam AA.;0;1
697;Dzień dobry, udało się odnaleźć przyczynę problemu, nie powinien już więcej występować. Bardzo przepraszam za utrudnienia. Pozdrawiam, AA.;0;1
698;Wczoraj podejrzewać, że to problem z antywirusem, odinstalowałam z zainstalowałem ponownie Eset. Na starym komputrze pomogło, ale na tym, którego używam na codzień i noszę do pracy nie. Spróbuje wyłączyć na chwilę antywirusa.   ;0;1
699;Chciałbym jeszcze Panią poinformować, że wydanie pliku archiwum jest operacją jednorazową. W późniejszym terminie nie będzie już możliwości ponownego wydania pliku archiwum. Proszę o potwierdzenie otrzymania pliku. Dziękuję;1;2
700;Komunikat sugeruje brak wypełnienia efektów uczenia się. Dodałem czytelniejszy komunikat.;0;1
701;Dziękuję, faktycznie nie dodałam efektów w języku angielskim.;1;1
702;Dziękuję. Doszło, udało mi się pobrać plik, ale nie mogę otworzyć. Jakiej aplikacji użyć?;0;0
703;Tak zrzut zawiera poprawne dane. Czy Office działał wcześniej poprawnie?Proszę jeszcze o zrzut ekranu z Panelu Sterowania z opcji Konta e-mail.;0;0
704;Zastanawia mnie czemu tutaj mam takie komunikat jak na zdjęciu. No i komentarz zgłoś się do Administartora.;0;0
705;Grzegorz mam prośbę o usunięcie aktywacji instalacji Office z panelu administracyjnego użytkownika, z komputera Lenovo. Czy dasz radę to zrobić? ;0;0
706;Musiałbym dostać instrukcję krok po kroku kiedy zapis przestaje działać, aby wywołać tą samą sytuację. Albo możemy sprawdzić to wspólnie przez Teams.;0;1
